ID	age	gender	height
49	14	girl	171.7
50	14	girl	166
51	14	girl	168.3
52	14	girl	162.2
53	14	girl	166.4
54	14	girl	167
55	14	boy	186.3
56	14	boy	156.3
57	14	boy	159.5
58	14	boy	167.4
59	14	boy	160.4
60	14	boy	161.6
61	14	boy	155.8
62	14	boy	175.2
63	14	boy	154.3
64	14	boy	181.9
65	14	boy	161.7
66	14	boy	174.3
67	14	boy	168.1
68	14	boy	176.6
69	14	boy	174
70	14	boy	175.1
71	14	boy	173
72	14	boy	174.2
73	14	boy	163.3
74	14	boy	169.8
75	14	boy	155.4
76	14	boy	162.1
77	14	boy	160.6
78	14	boy	162.2
79	14	boy	162.3
80	14	boy	163.7
81	14	boy	161.4
82	14	boy	154.4
83	14	boy	185.7
84	14	boy	162.4
85	14	boy	175.7
86	14	boy	183.1
87	14	boy	159.6
88	14	boy	166.2
89	14	boy	177.3
90	14	boy	171.2
91	14	boy	177.9
92	14	boy	175.6
93	14	boy	164.1
1	15	girl	158.2
2	15	girl	165
3	15	girl	161.7
4	15	girl	166.5
5	15	girl	168
6	15	girl	163.8
7	15	girl	157.9
8	15	girl	181.6
9	15	girl	164.3
10	15	girl	172.6
11	15	girl	163.5
12	15	girl	162.1
13	15	girl	150.8
14	15	girl	167.8
15	15	girl	169.1
16	15	girl	152.6
17	15	girl	160.2
18	15	girl	169.8
19	15	girl	164.6
20	15	girl	168.2
21	15	girl	170.6
22	15	girl	163
23	15	girl	161.5
24	15	girl	156.4
25	15	girl	178.9
26	15	girl	155.9
27	15	girl	164
28	15	girl	165.5
29	15	girl	153.2
30	15	girl	165.8
31	15	girl	163.4
32	15	girl	163
33	15	girl	170.4
34	15	girl	162.4
35	15	girl	167.9
36	15	girl	164.2
37	15	girl	161.3
38	15	girl	175.1
39	15	girl	169.9
40	15	girl	168.2
41	15	girl	161.4
42	15	girl	152.9
43	15	girl	171.5
44	15	girl	166.6
45	15	girl	162.8
46	15	girl	161.1
47	15	girl	159.9
48	15	girl	152
49	15	girl	175
50	15	girl	167.4
51	15	girl	170.7
52	15	girl	163.7
53	15	girl	167
54	15	girl	168.1
55	15	boy	191.3
56	15	boy	163.3
57	15	boy	166.8
58	15	boy	176.3
59	15	boy	168.5
60	15	boy	168.8
61	15	boy	163.1
62	15	boy	180.8
63	15	boy	161.8
64	15	boy	185.6
65	15	boy	169.6
66	15	boy	182.1
67	15	boy	175.2
68	15	boy	181.4
69	15	boy	177.3
70	15	boy	179.8
71	15	boy	178.5
72	15	boy	176.4
73	15	boy	170.4
74	15	boy	173.7
75	15	boy	163
76	15	boy	169.2
77	15	boy	168.6
78	15	boy	167
79	15	boy	168.6
80	15	boy	170.3
81	15	boy	166.6
82	15	boy	162.7
83	15	boy	190.8
84	15	boy	171.6
85	15	boy	178.7
86	15	boy	188
87	15	boy	167.8
88	15	boy	171.9
89	15	boy	183.4
90	15	boy	176.8
91	15	boy	181.3
92	15	boy	178.3
93	15	boy	171
1	16	girl	158.6
2	16	girl	165.6
3	16	girl	161.9
4	16	girl	167.2
5	16	girl	169
6	16	girl	164.2
7	16	girl	161.6
8	16	girl	182.3
9	16	girl	164.4
10	16	girl	173.1
11	16	girl	166
12	16	girl	162.7
13	16	girl	153
14	16	girl	169.2
15	16	girl	169.9
16	16	girl	154.1
17	16	girl	160.3
18	16	girl	170.3
19	16	girl	165
20	16	girl	169.5
21	16	girl	171.5
22	16	girl	163.1
23	16	girl	162.1
24	16	girl	156.8
25	16	girl	180.4
26	16	girl	157.1
27	16	girl	164.8
28	16	girl	166.3
29	16	girl	155.1
30	16	girl	167.5
31	16	girl	164.3
32	16	girl	163.1
33	16	girl	172
34	16	girl	163.3
35	16	girl	168.3
36	16	girl	164.8
37	16	girl	163
38	16	girl	175.2
39	16	girl	170.5
40	16	girl	168.8
41	16	girl	162.6
42	16	girl	153.6
43	16	girl	172.1
44	16	girl	167.1
45	16	girl	163.6
46	16	girl	161.6
47	16	girl	161
48	16	girl	152.3
49	16	girl	176.1
50	16	girl	168.1
51	16	girl	172.1
52	16	girl	164.8
53	16	girl	167.7
54	16	girl	168.5
55	16	boy	192.8
56	16	boy	171.5
57	16	boy	168.8
58	16	boy	179.8
59	16	boy	171.6
60	16	boy	171.5
61	16	boy	168.9
62	16	boy	183.2
63	16	boy	168.7
64	16	boy	187.1
65	16	boy	176.6
66	16	boy	186.1
67	16	boy	179.2
68	16	boy	183.7
69	16	boy	178.2
70	16	boy	181.9
71	16	boy	181
72	16	boy	177.3
73	16	boy	173
74	16	boy	175.5
75	16	boy	169.8
76	16	boy	171.9
77	16	boy	176.2
78	16	boy	168.8
79	16	boy	172.2
80	16	boy	178.3
81	16	boy	175
82	16	boy	166.9
83	16	boy	193
84	16	boy	177.4
85	16	boy	180.4
86	16	boy	190.7
87	16	boy	172.8
88	16	boy	173.4
89	16	boy	186.2
90	16	boy	179.1
91	16	boy	182.2
92	16	boy	179.2
93	16	boy	174.7
1	17	girl	158.7
2	17	girl	166.1
3	17	girl	161.7
4	17	girl	167.4
5	17	girl	170
6	17	girl	164.4
7	17	girl	163
8	17	girl	182.8
9	17	girl	164.1
10	17	girl	173.6
11	17	girl	166.7
12	17	girl	163.4
13	17	girl	154.1
14	17	girl	169.8
15	17	girl	170.3
16	17	girl	155.7
17	17	girl	160.4
18	17	girl	170.6
19	17	girl	165.1
20	17	girl	169.6
21	17	girl	171.5
22	17	girl	163.6
23	17	girl	162.4
24	17	girl	157
25	17	girl	180.2
26	17	girl	157.7
27	17	girl	165.4
28	17	girl	166.6
29	17	girl	156
30	17	girl	168.2
31	17	girl	165.2
32	17	girl	163.7
33	17	girl	172.9
34	17	girl	163.5
35	17	girl	168.6
36	17	girl	165.4
37	17	girl	163.6
38	17	girl	175.8
39	17	girl	170.5
40	17	girl	168.9
41	17	girl	162.6
42	17	girl	154.4
43	17	girl	172.3
44	17	girl	167.3
45	17	girl	164.3
46	17	girl	162
47	17	girl	161.9
48	17	girl	153.2
49	17	girl	176.9
50	17	girl	168.9
51	17	girl	172.7
52	17	girl	166
53	17	girl	168.3
54	17	girl	168.6
55	17	boy	193.8
56	17	boy	176.1
57	17	boy	170.9
58	17	boy	181.4
59	17	boy	172.5
60	17	boy	172.6
61	17	boy	171.1
62	17	boy	184.7
63	17	boy	171.6
64	17	boy	187.8
65	17	boy	179.6
66	17	boy	188
67	17	boy	181.4
68	17	boy	185
69	17	boy	178.5
70	17	boy	183.3
71	17	boy	182.2
72	17	boy	177.3
73	17	boy	174.2
74	17	boy	176.4
75	17	boy	173.5
76	17	boy	173.4
77	17	boy	179.1
78	17	boy	169.7
79	17	boy	173.8
80	17	boy	183.1
81	17	boy	180.5
82	17	boy	168.7
83	17	boy	194
84	17	boy	180
85	17	boy	180.9
86	17	boy	191.7
87	17	boy	175.5
88	17	boy	174.2
89	17	boy	186.7
90	17	boy	180.1
91	17	boy	183.1
92	17	boy	179.8
93	17	boy	176.1
1	18	girl	158.9
2	18	girl	166
3	18	girl	162.2
4	18	girl	167.8
5	18	girl	170
6	18	girl	164.9
7	18	girl	164
8	18	girl	183.2
9	18	girl	163.8
10	18	girl	174
11	18	girl	167.1
12	18	girl	163
13	18	girl	154.6
14	18	girl	170.3
15	18	girl	170.6
16	18	girl	156.5
17	18	girl	160.3
18	18	girl	170.8
19	18	girl	165.2
20	18	girl	169.8
21	18	girl	171.2
22	18	girl	163.8
23	18	girl	162.4
24	18	girl	157.1
25	18	girl	181.1
26	18	girl	158.4
27	18	girl	165.6
28	18	girl	166.7
29	18	girl	156.5
30	18	girl	168.1
31	18	girl	165.3
32	18	girl	163.7
33	18	girl	173.7
34	18	girl	163.9
35	18	girl	169.2
36	18	girl	166
37	18	girl	164.2
38	18	girl	176
39	18	girl	170.9
40	18	girl	169.2
41	18	girl	163
42	18	girl	154.5
43	18	girl	172.5
44	18	girl	167.2
45	18	girl	164
46	18	girl	162.1
47	18	girl	161.6
48	18	girl	153.6
49	18	girl	177.5
50	18	girl	169.8
51	18	girl	173.5
52	18	girl	166.8
53	18	girl	168.6
54	18	girl	169.2
55	18	boy	195.1
56	18	boy	178.7
57	18	boy	171.5
58	18	boy	181.8
59	18	boy	172.5
60	18	boy	173.8
61	18	boy	172.6
62	18	boy	185.2
63	18	boy	172.9
64	18	boy	188.4
65	18	boy	181.6
66	18	boy	189
67	18	boy	182.4
68	18	boy	185.8
69	18	boy	178.7
70	18	boy	183.4
71	18	boy	183
72	18	boy	177
73	18	boy	175
74	18	boy	176.8
75	18	boy	176.4
76	18	boy	174
77	18	boy	181
78	18	boy	170.1
79	18	boy	175.2
80	18	boy	185.1
81	18	boy	182.7
82	18	boy	169.4
83	18	boy	194.3
84	18	boy	181.1
85	18	boy	181.3
86	18	boy	192.8
87	18	boy	176.4
88	18	boy	174.1
89	18	boy	188
90	18	boy	180.8
91	18	boy	183.7
92	18	boy	180.7
93	18	boy	176.4
